posting_id,segment_index,segment,topic
P364,25,"We're looking for candidates with a relevant HNC/HND qualification and a knack for crafting and sustaining reports using tools like Microsoft Excel, PowerBI, powerpoint, and SharePoint.",8
P364,26,"Your ability to extract and report information from various sources, including databases, is a key asset.",1
P364,27,"While not mandatory, we'd also appreciate your experience in business planning, with familiarity of HR processes and metrics, and your knowledge of process improvement techniques.",70
P364,28,"For a full list of the key accountabilities and criteria’s, please click apply and you will be redirected to the Network Rail Careers page where you can locate a copy of the job description.",2
P364,29,How To Apply (External),2
P364,30,"This role is a full-time opportunity, but flexible working patterns will be considered.",3
P364,31,Location: This role is based at The Quadrant:MK.,19
P364,32,For roles based at The Qaudrant:MK you must live withing 75 mins.,87
P364,33,"Closing date: 22 nd January 2024 On occasions, we may need to close the advert early based upon application volumes. Late applications may not be accepted. Interviews will be held from the W/C 5 th February 2024.",35
P364,34,"Band & Salary: Band 4B £35,582 - £40,029 depending on experience.",11
P364,35,"We're an inclusive employer of choice, Disability Confident Leader employer, encourage people to work flexibly and we welcome applications from everyone.",0
P364,36,“We’re delighted to have been named as one of,0
P364,37,"🌞 Generous annual leave (28 days plus statutory days), with the option to buy/sell days.",41
P364,38,Defined benefit pension scheme,37
P364,39,🚂 75% subsidy on train tickets.,20
P364,40,🎟 ️ Interest-free travel loan for train and car park season tickets.,20
P364,41,🎁 Discounts at stations with your Network Rail pass.,20
P364,42,🌍 Flexible/hybrid working arrangements.,3
P364,43,🕊 ️ Volunteer leave to make a positive impact.,79
P364,44,Drugs and Alcohol Standard:,72
P364,45,Our Drugs and Alcohol Standard is changing as of 16.01.2023.,35
P364,46,All prospective candidates who have not been offered a conditional role by 16.01.2023 will be required to undergo and pass a drugs and alcohol test.,75
P364,47,Your application will be rescinded if you record a positive test.,2
P364,48,"All positive drugs and alcohol test results for prospective candidates will be securely held on database and a 5 year suspension from applying for a safety critical role, a role which requires PTS certification or a Key Safety role on Network Rail Managed Infrastructure will be enforced.",75
P364,49,"We're an inclusive employer of choice, Disability Confident Leader employer, encourage people to work flexibly and we welcome applications from everyone.",0
P364,50,"If you have any questions about this role or if you have an HR related questions or require any reasonable adjustments/modifications, please contact IREC Support (Irecsupport@networkrail.co.uk) . You must have the vacancy/IREC number ready as you will be asked for this.",2
P365,0,PLEASE APPLY DIRECTLY ON OUR BARNETT WADDINGHAM CAREERS PAGE **,2
P365,1,"With over 1600 people across 9 UK offices, we are proud to be a leading independent UK consultancy at the forefront of risk, pensions, investment and insurance.",30
P365,2,We are recruiting for a permanent Business Analyst to join our SIPP Change Team based at our Cheltenham office (flexible hybrid working).,47
P365,3,"The SIPP Business Area provides administration and trusteeship services to over 70,000 self-invested personal pension arrangements for members, both advised and non-advised.",37
P365,4,"We hold over 1,300 commercial properties and are looking to grow in this area.Barnett Waddingham is committed to providing the best possible service to all of its members and supporting advisers and to achieve this service we need talented and enthusiastic people who positively embrace challenges.",83
P365,5,"The SIPP Business Area continually delivers new product features and service improvements by adapting our internal processes and developing our IT platforms. The need for change is driven by strategic and tactical business initiatives normally aimed at enhancing products and services, increasing efficiency, reducing risk, improving customer journeys, and ensuring regulatory compliance.",92
P365,6,"The purpose of this role is to evaluate requirements and business processes, identify viable solutions and then work with the team and Product Owners to assess, develop and implement efficient solutions that deliver the required outcomes.",16
P365,7,"Working within a project environment, the role requires you to prepare and deliver the full range of business analysis documentation using structured methodologies and modelling techniques.",31
P365,8,The Business Analyst will be recognised as an expert in Business Analysis. The Business Analyst is responsible for:,14
P365,9,"Supporting 'pre-project' activities such as the preparation of the business case with impact assessments and cost/benefit analysis, identifying key users, problem sets, markets, competitors and estimating financials",81
P365,10,"Obtaining and clearly documenting business and systems requirements (or user stories) via Business Analyst led workshops, surveys and liaising with users and other stakeholders. Ensuring requirements are signed off by relevant stakeholders",39
P365,11,Running workshops in support of the business analysis process.,31
P365,12,"Providing direction and support to IT throughout system development including reviewing and providing feedback on technical documentation, solution prototypes, test packs etc",73
P365,13,"Contributing to and facilitating business readiness planning and activities including supporting user acceptance testing (UAT), test plan/script reviews and helping with test execution",44
P365,14,Supporting the development of standard Barnett Waddingham templates/tools and assisting with the creation of training materials.Supporting or leading delivery of user training,7
P365,15,"Working across multiple teams and business areas to identify ways to enhance internal business processes. Support or propose, design and define additional functionality, features, user journeys and scalable, robust processes",92
P365,16,Understanding key variables and logic to review and create full test scenario plans using the most relevant tools,44
P365,17,Carrying out independent research and analysis of data to identify trends and opportunities,23
P365,18,Identifying and raising potential material changes or gaps in a process with the project manager.,69
P365,19,"Managing, organising and motivating junior Business Analysts to provide a quality service to internal and external clients, making sure service standards are met and control procedures are followed",14
P365,20,Supporting effective team working and encouraging the team to look for efficiency gains and opportunities to carry out chargeable project work.,40
P365,21,Providing timely communications to the team and to stakeholders to keep them informed of priorities and plans,28
P365,22,Managing workflow and regularly reviewing project deliverables and priorities/deadlines with the project team. Escalating risks/issues identified to the relevant stakeholders,69
P365,23,"Act as a buddy providing constructive feedback for others in order to improve their understanding and knowledge, and support the development of the individual through training.",40
P365,24,Provide balanced feedback in a timely and constructive manner. Use praise and identify development areas that will help them learn. Look for opportunities to challenge people through different types of work and to communicate more information to enable people to take more responsibility.,40
P365,25,Provide comprehensive data to support the estimating of costs and time potential solutions could offer.,61
P365,26,"Ensure key data is measurable before, during and after the project to support benefit realisation analysis.",22
P365,27,Be aware of project budgets and raise concerns with the project teams. Take appropriate steps to resolve concerns.,69
P365,28,Ensure work is recorded and billed appropriately.,63
P365,29,Obtain approval from the Project Board and any other relevant stakeholders to make material changes to analysis requirements.,81
P365,30,Keep up-to-date with changing legislation and industry developments and consider the implications on working practices etc.,93
P365,31,"Act as a mentor for more junior Business Analysts, including identifying training needs and coaching.",14
P365,32,Any other reasonable task as advised from time-to-time,21
P365,33,"Support, implement and maintain Information Security procedures and activities in accordance to Barnett Waddinghams Information Security Policy",22
P365,34,The above is intended to describe the general nature and responsibilities of the role and is not intended to be an exhaustive list of all duties or responsibilities of employees in this role,19
P365,35,"Ideally a relevant degree or Business Analysis qualification, together with appropriate experience for the role",77
P365,36,Excellent understanding of Business Analysis concepts.,31
P365,37,Ability to influence stakeholders and work closely with them to deliver quality solutions.,28
P365,38,Excellent communication and interpersonal skills including technical writing and presentation skills.,4
P365,39,"Ability to understand detailed requirements/issues and propose innovative, quality solutions.",16
P365,40,"Structured, analytical approach to work and problem solving.",6
P365,41,"Proven organisational skills with the ability to proactively prioritise, manage multiple tasks and maintain effectiveness within a rapidly changing environment.",21
P365,42,Ability to use or quickly adapt to a wide range of common and BW specific software applications,16
P365,43,A good understanding of software and how it can improve the efficiency of business processes along with an understanding of software testing.,44
P365,44,"Ability to map, create and maintain process flows using common software applications.",51
P365,45,Experience of working in a project team environment,13
P365,46,"Proven investigative and questioning skills underpinned by a natural curiosity, tenacity and an open mind.",6
P365,47,Strong Excel skills and a working knowledge of Tableau desirable,9
P365,48,"Ability to work hard with a positive attitude, continuously developing your skills and knowledge.",4
P365,49,Ability to develop depth and breadth of Business Analyst knowledge and strive to fill gaps as developments evolve.,14
P365,50,"Excellent attention to detail with strong excel, data m anipulation and interrogation skills.Demonstrate a knowledge of data and statistical analysis techniques",23
P365,51,"Demonstrate a good knowledge of development cycles such as scrum, agile, lean and waterfall approaches",13
P365,52,Proposing and scoping development requirements to meet business objectives and user needs,16
P365,53,Delivery of detailed analysis results on time and as per scope,81
P365,54,Ensure solutions meet business needs and requirements,16
P365,55,A willingness to communicate and pass on knowledge,4
P365,56,Driven to resolve problems and properly manage own time,21
P365,57,Ability to think beyond the obvious when problem solving,6
P365,58,Identifies and reports business opportunities,34
P365,59,Here Is a Summary Of Our Benefits,5
P365,60,Competitive discretionary annual bonus,5
P365,61,Life assurance (4x up to 10x),100
P365,62,Group income protection up to 65% of salary,37
P365,63,25 days holiday per year and up to 30 days with holiday trading,38
P365,64,Generous pension scheme (we contribute 8%),37
P365,65,Sports Allowance we pay up to 50% of your gym/sports membership (up to £50 pm),20
P365,66,"Complimentary fresh fruit, hot and cold drinks in all our offices",91
P365,67,Paid volunteering day per year as a commitment to our Corporate Social Investment,79
P365,68,"Support your favourite charity with the ""Give as You Earn"" option",79
P365,69,Match-funding for individuals raising money for a recognised charity,79
P365,70,Corporate social investment programme,77
P365,71,Funded training and professional development,7
P365,72,"Lots of clubs, sporting and social events across our offices",91
P365,73,"DEI Networks include Early careers, Gender equality, Inter-faith, LGBT+, Multicultural and Wellness+",0
P365,74,Tech / mobile advantage scheme,15
P365,75,Cycle to work scheme,103
P365,76,Ability to add family members to benefits,84
P365,77,Access to GP service,49
P365,78,Access to Eldercare concierge service,49
P365,79,"Broad range of cash back offers and discounts at hundreds of retailers including supermarkets, fitness centres, travel and leisure companies",20
P365,80,"If you have a disability, learning difficulty, medical condition, or individual need, which you believe may affect your performance during our selection process, well be happy to make adjustments to our processes to enable you a fair opportunity to showcase your skills.",29
P365,81,"should you benefit from advice on making your device easier to use if you have a disability. Should you require information in a different format, have other accessibility or reasonable adjustment requirements or if you find any problems not listed on this page, please contact us",29
P365,82,"Postal applications should be sent to: Resourcing & Talent Acquisition, Barnett Waddingham, St James's House, St James Square, Cheltenham, Gloucestershire, GL50 3PR",3
P365,83,Not quite the right opportunity for you this time?,102
P365,84,"Follow Barnett Waddingham on LinkedIn in order to receive updates and posts about future opportunities, webinars and industry event invites, industry news and insights, exposure to new connections, BW services and new content.",2
P366,0,"Business Analyst within Strategy and Transformation team, to act as lead BA for the strategy and transformation portfolio:",14
P366,1,"Lead Business requirements documentation for Digital, IT and automation initiatives & maintain change control logs. Payments and cash management solutions will be a key focus in 2024",94
P366,2,Provide process-mapping and other related documentation for business process efficiency initiatives.,51
P366,3,Support the wider change agenda including provision of support for PMO & project managers where needed on related project documentation in line with the Bank’s methodology.,69
P366,4,Provide Business analyst support for agile and local software development using the bank’s software tools and (e.g. Jira) as required and provide coaching/guidance for business colleagues on requirements definition,31
P366,5,"Support to ensure key governance mechanisms are in place so that potential risks (business, audit, risk, compliance etc.) are identified and resolved/mitigated.",72
P366,6,"Responsibilities, Accountabilities & Deliverables",63
P366,7,"The Business Analyst supports the Strategy and Transformation team and wider stakeholder group by driving disciplined business analysis, supporting the change agenda.",14
P366,8,For the 2023-2026 period this agenda will include significant digital transformation and data-driven initiatives in particular in the payments space – both in the UK and across Europe.,15
P366,9,"Accordingly, the Business Analyst has the responsibility to achieve the following:",14
P366,10,"Lead business analysis, requirements definition and change control for key projects – UK and Europe:",94
P366,11,"Support Change &/or Project Management initiatives, including digital transformation.",15
P366,12,"Lead requirements gathering, refinement and documentation (i.e. Project Initiation Documents, Business Requirement Documents, User Stories) across all change and digital banking initiatives, acting as an interface between users and IT (development) teams.",94
P366,13,Maintain data dictionaries and other artefacts for data-related transformation.,22
P366,14,Develop process maps and other material (including training material) as required to enable effective change management.,51
P366,15,"Assist the PMO & wider team by assisting with PMO support responsibilities (eg reporting, project initiation/closure documents) where capacity allows.",69
P366,16,"Support preparation of appropriate input for CEO Townhalls, ManCom & IB Board Meetings.",28
P366,17,Support implementation of key strategic initiatives:,28
P366,18,"Support the Bank in achieving strategic objectives, within annual budgets and KPI’s, by working with stakeholders to develop, communicate and embed their individual business strategies / plans.",28
P366,19,"Support the Bank to devise, implement and deliver strategic initiatives that help grow the business.",32
P366,20,"Support assessment, development, and implementation of change / transformation initiatives, ensuring governance mechanisms are in place to enable agile, consistent, and effective delivery.",28
P366,21,"Pro-actively co-ordinate with other Business Analysts / Managers across European and Group entities where relevant, to ensure full alignment on initiatives and transparent communication.",14
P366,22,"a) Identify, document and support process improvements, seeking out efficiencies by suggesting new technology driven solutions.",92
P366,23,"b) Support enhancement and embedding of end-to-end processes aligned to market best practices across various business units and all support / control functions (both locally & at the Group Head Office) to seek efficiencies across the business, and with a broader view of digitizing all processes via workflow solutions.",92
P366,24,Basic understanding of Wholesale Banking Product Suite (Global Transaction Banking and Real Estate).,36
P366,25,"Stakeholder management abilities, natural and pro-active communicator.",52
P366,26,Strong technical business analysis skills and previous experience working in an agile environment.,31
P366,27,"Technical system knowledge & experience (i.e., Excel, Power BI, SQL, Visio, Office 365 power suite and other data analytic tools) highly desirable.",8
P366,28,Mandatory: Business Analyst Experience (including consultancy) in banking or similar sector with financial services focus and business analyst skills (2-5 years).,26
P366,29,Mandatory: Experience of drafting Business Requirement Documents for Digital and System deployments – Payments channel-related experience an advantage,16
P366,30,Mandatory: Experience of process mapping in context of process redesign / automation.,51
P366,31,Beneficial: Experience of working on design deliverables in more agile / innovative projects with users.,13
P366,32,Beneficial: Experience of working on international project and collaboration with colleagues in different countries on projects.,69
P366,33,Beneficial: Experience of regulatory projects and data artefacts such as data dictionaries.,23
P366,34,Excellent interpersonal and problem-solving skills.,4
P366,35,Able to communicate at all levels of the organization internally and externally.,66
P366,36,Strong sense of ownership and accountability.,66
P366,37,Track record of delivery and versatility.,48
P366,38,Highly organized and attentive to detail.,48
P366,39,A level of commercial acumen and pro-activeness with the ability and willingness to take the initiative.,53
P366,40,"Cultural agility, ability to multitask with a strong execution and delivery focus.",78
P366,41,"Team player who brings a sense of positive energy and the ability to influence, inspire and motivate stakeholder groups across the organization.",78
P366,42,"Bank ABC is committed to the principles of equal employment opportunity for all employees and applicants and, in accordance with applicable laws, does not discriminate on the basis of sex, gender identity, gender expression, race, color, religion, national origin, ancestry, age, marital status, disability, medical condition, sexual orientation, or on any other basis prohibited by law.",0
P366,43,"We welcome applications from people with disabilities and are committed to providing reasonable adjustments, where necessary, to make interviews and jobs more accessible. Should you have any difficulty during the recruitment process, require any reasonable adjustments or an application to Access to work please contact the recruitment lead on: michael.williams@bank-abc.com",29
P367,0,"We create world-class content, which we distribute across our portfolio of film, television, and streaming, and bring to life through our theme parks and consumer experiences.",15
P367,1,"We own and operate leading entertainment and news brands, including NBC, NBC News, MSNBC, CNBC, NBC Sports, Telemundo, NBC Local Stations, Bravo, USA Network, and Peacock, our premium ad-supported streaming service.",30
P367,2,"We produce and distribute premier filmed entertainment and programming through Universal Filmed Entertainment Group and Universal Studio Group, and have world-renowned theme parks and attractions through Universal Destinations & Experiences.",30
P367,3,NBCUniversal is a subsidiary of Comcast Corporation.,30
P367,4,Here you can be your authentic self.,0
P367,5,"As a company uniquely positioned to educate, entertain and empower through our platforms, Comcast NBCUniversal stands for including everyone.",62
P367,6,"Our Diversity, Equity and Inclusion initiatives, coupled with our Corporate Social Responsibility work, is informed by our employees, audiences, park guests and the communities in which we live.",0
P367,7,"We strive to foster a diverse, equitable and inclusive culture where our employees feel supported, embraced and heard.",0
P367,8,"Together, we’ll continue to create and deliver content that reflects the current and ever-changing face of the world.",0
P367,9,"The Senior Financial Analyst of Corporate FP&A is responsible for assisting in the financial planning and forecasting for NBCU Corporate Staff Functions. This role will interact with department heads, particularly through the budget and estimate cycles. In addition, the Senior Financial Analyst will participate in/coordinate ad hoc projects as requested.",86
P367,10,"This role reports to the Manager, Corporate FP&A and sits alongside the Corporate FP&A group function which provides insight into all of NBCU’s businesses including Parks, Film and Peacock, and offers a unique overview of the wider NBCU portfolio.",86
P367,11,"Assist in the preparation and maintenance of budgets, estimates and long-range plan for assigned Corporate HQ Departments, including expenses, cash flow and headcount",17
P367,12,"Assist in the month end closing process including journal entries, pacing, variance analysis reporting",12
P367,13,"This is a high-profile role with regular interaction with Executive level business leaders; alongside the Manager this role will act as day-to-day liaison and partner to department heads and their teams, developing good working relationships",19
P367,14,Assist in the preparation of financial results reviews for senior leaders,12
P367,15,Create management reports and presentations on a routine and ad hoc basis,34
P367,16,Assist in identifying opportunities to implement process change and to create value added financial analysis for assigned Corporate HQ divisions,92
P367,17,Assist in preparing regular operating reviews which are presented to EVP & Global Controllership Leader,34
P367,18,"Assist in the preparation of the group headcount reporting process, liaising with HR, Comcast and other stakeholders",70
P367,19,Participate in other ad hoc projects,95
P367,20,Assist in driving the controllership function and ensure all accounting policies are strictly adhered to,63
P367,21,Strong project management skills,69
P367,22,Strong attention to detail,48
P367,23,Strong interpersonal & leadership skills,4
P367,24,Ability to safeguard sensitive and confidential data,22
P367,25,Strong oral and written communication skills,4
P367,26,Experience with SAP Accounting/BPC Software a plus,24
P367,27,"Ability to organize, interpret and analyze large volumes of qualitative and quantitative data",23
P367,28,Practical and solutions driven focus with the willingness and ability to implement innovative ideas to improve processes and procedures,92
P367,29,Delivery focused while managing multiple priorities; effective time management skills,21
P367,30,"Demonstrates flexibility, independence, and initiative to perform successfully in a growing and constantly changing environment",53
P367,31,"NBCUniversal's policy is to provide equal employment opportunities to all applicants and employees without regard to race, color, religion, creed, gender, gender identity or expression, age, national origin or ancestry, citizenship, disability, sexual orientation, marital status, pregnancy, veteran status, membership in the uniformed services, genetic information, or any other basis protected by applicable law.",0
P367,32,"NBCUniversal will consider for employment qualified applicants with criminal histories in a manner consistent with relevant legal requirements, including the City of Los Angeles Fair Chance Initiative For Hiring Ordinance, where applicable.",75
P367,33,"If you are a qualified individual with a disability or a disabled veteran, you have the right to request a reasonable accommodation if you are unable or limited in your ability to use or access nbcunicareers.com as a result of your disability. You can request reasonable accommodations by emailing AccessibilitySupport@nbcuni.com.",29
P369,0,Market leading Technology business |Great Progression Opportunities,42
P369,1,"Our client a Global leader in Technology is recruiting for a Graduate Commercial Analyst to join the team in Woking, Surrey. Hybrid Working Pattern",47
P369,2,"As the Graduate Commercial Analyst based from Woking, Surrey you will be responsible for:",27
P369,3,Analyse / reconcile existing contracts and develop proposed renewal options,67
P369,4,Closely interact with senior management to construct and deliver customer commercial documents,73
P369,5,Develop relationships with Product / business areas to facilitate the sales process,58
P369,6,Support the integration of newly acquired companies into the sales process,54
P369,7,Partner with senior management and legal team in the negotiation of customer contracts,54
P369,8,Drive and execute commercial operational efficiencies within the commercial team and wider sales organisation,61
P369,9,Support the account management team in forming and nurturing customer relations,63
P369,10,Assist in management of the daily commercial proposal workflow,16
P369,11,1-2 years+ work experience in a fast paced environment,57
P369,12,"Strong team player, self-motivated and hard-working individual who is goal orientated",78
P369,13,Ability to work under pressure and to deadlines,21
P369,14,Ability to multi-task and adapt to a rapidly changing environment,57
P369,15,Good interpersonal and communication (verbal and written) skills,4
P369,16,"Good knowledge of Microsoft Office, particularly Excel and PowerPoint",9
P369,17,Hybrid Working Pattern three days in the office and two working from home,3
P369,18,24 days holiday + bank holidays,38
P369,19,Quote job ref: JN-122023-6266545,68
P370,0,Competitive hourly rate|Quick start,5
P370,1,The company in Wembley is an award-winning mixed-use property developer in the UK and Ireland.,3
P370,2,Responsibilities for the Commercial Analyst,27
P370,3,"Work closely with the business to ensure timely, accurate and impactful reporting",34
P370,4,"Analysis of key business lines across Leasing, Operations, Pricing and Facilities Management",61
P370,5,Provide additional information and analysis to help stakeholders understand business performance,28
P370,6,Continuously identify and implement improvements to both the planning and reporting processes.,92
P370,7,Mine customer demographic data from our growing residential base,58
P370,8,"Support and drive projects that identify and deliver operational benefits e.g. procurement, service charge, insourcing, etc.",69
P370,9,"Support existing and new partnerships along the lines of Samsung and John Lewis which will include commercial negotiations, analysis of risks/returns, legal and operational support",32
P370,10,"As required, provide analysis and modelling support to other teams such as Defects Management, Procurement, Mobilisation, etc.",81
P370,11,"As required, deep dive into new locations to provide supply/demand, demographic, rents and other analysis to enable them to make investment decisions",36
P370,12,Support the business bids for development or operational mandates by producing analysis and/or writing responses to bidder questions,61
P370,13,The ideal Commercial Analyst,27
P370,14,The ideal candidate will have strong analytical and financial modelling skills. Specific skills required:,89
P370,15,"Strong experience with data analysis and creating/working with financial models, specifically in Excel;",9
P370,16,"Knowledge and understanding of financial terms (IRR, NPV, money multiples, etc.);",36
P370,17,Research and report writing;,4
P370,18,Excellent communication and interpersonal skills;,4
P370,19,Operates professionally across all levels within the business;,54
P370,20,Flexible and adaptable approach to the work and the service provided;,3
P370,21,"Highly analytical, ability to elicit the required information and translate into useful data;",23
P370,22,"Manages time, prioritises workload, meets deadlines and is a self-starter and highly motivated;",53
P370,23,Knowledge of the property market useful but not essential; and,36
P370,24,Understanding of accounting principles useful but no accounting qualification required.,63
P370,25,Hybrid working (2/3 days in the office),3
P370,26,Based a stones throw from Wembley Stadium,3
P370,27,Lots of bars/restaurants nearby,91
P370,28,Quote job ref: JN-092023-6198104,68
P373,0,"Working within Information Systems, the Senior Business Analyst will have an organisation wide view of applications and technology, leading in many areas regarding to technology and application strategy.",14
P373,1,The Senior Business Analyst will input into strategic direction of our enterprise applications and technologies.,14
P373,2,You will be required to assist with the design future strategies for our application architecture based upon key strategic decisions and architect the organisation strategic enterprise solutions.,16
P373,3,"Reporting directly to the Enterprise Architect, you will work closely with Product Managers, Architects and Lead Engineers within IS to devise strategic changes to our application and technical infrastructure.",34
P373,4,1 You will be inputting into the strategic design of solutions architecture of the Information Systems within the organisation and build a strategic roadmap for our core enterprise systems.,15
P373,5,2 Work with colleagues across IS in building strategic roadmaps.,28
P373,6,3 Develop detailed strategic roadmaps for a range of technology led enterprise-wide transformations.,94
P373,7,4 Assist in the development of technical recommendations in terms of technology adoptions and rollouts.,16
P373,8,"5 To work closely with the IS management team and stakeholders across the organisation to develop information systems strategy, including ensuring that the IS strategy is aligned with the corporate strategy and supports and advances business capabilities.",28
P373,9,6 To support the IT innovation function looking to identify how emergent technologies can provide business benefit.,15
P373,10,7 To apply and manage the relevant diversity and equality policy and practice relevant to the role.,0
P373,11,"8 To apply the relevant management systems, procedures and policies relating to risk management, health and safety, information security and business continuity.",76
P373,12,9 Any other reasonable duties as may be assigned from time to time.,19
P373,13,1 Experience of developing roadmaps in support of application and technology strategy.,15
P373,14,2 Experience of producing architectural documentation when designing strategic solutions.,73
P373,15,"3 Experience of enterprise-wide software analysis and design, ideally on Customer Relationship Management or Enterprise Resource Planning systems.",31
P373,16,"4 Knowledge of software modelling techniques (e.g. UML, ArchiMate, BPMN) in designing information systems architectures and platforms.",51
P373,17,5 Understanding of emergent technologies and how they can benefit organisations.,15
P373,18,6 Can demonstrate excellent customer service ensuring the needs of internal and external,62
P373,19,customers are met and our services and contact with customers are delivered positively.,62
P373,20,"1 Innovative and able to solve problems logically and methodically. Suggest improvements to individual, team and department processes.",92
P373,21,"2 Excellent verbal and written communication skills to enable liaison with a wide range of people including doctors, colleagues and external stakeholders such as third party contractors.",66
P373,22,"3 Excellent interpersonal skills including the ability to deal with customers in a polite, friendly, and calm manner.",4
P373,23,4 The ability to use their own initiative to prioritise their workload to accommodate sometimes conflicting and changing priorities without losing sight of the deadlines.,21
P375,0,BBC Radio & Music have an exciting opportunity for a,90
P375,1,"to support the development, production, and use of business information in Radio & Music.",15
P375,2,"The role is key to providing reporting, analysis and insights on the output schedules of the BBC’s radio networks.",34
P375,3,"The successful candidate will help to ensure the BBC meets its obligations to licence fee payers, audiences as well as regulatory commitments and targets linked to its audio output.",45
P375,4,"Reporting to the Finance Business Partner, the Business Analyst will work closely with colleagues in Finance, the scheduling teams across Radio & Music and with stakeholders in Strategy, Policy and central project teams.",27
P375,5,"Although the role is part of the finance team, there is no requirement for an accountancy background. However candidates must be confident dealing with numbers, have the ability to analyse and present complex information clearly, and have the initiative to independently follow up and resolve queries and additional information requests.",32
P375,6,"The role will give the right candidate a good understanding of the strategy and operational challenges facing the BBC’s national radio stations, as well as exposure to other areas of the BBC Content division, including Television.",87
P375,7,"The role will initially be for a six month period, starting in March, and there may be potential to extend beyond this.",67
P375,8,The responsibilities of this,19
P375,9,"role focus on regular reporting (generally quarterly) of cost and hours output data, which feeds into finance, strategy and the BBC’s nine national Radio networks.",12
P375,10,The role will help ensure the BBC’s national radio stations are meeting their obligations and strategic goals as well as supporting decision making.,19
P375,11,The outputs are primarily summarised information from schedules on criteria such as: the mix of in-house vs independent productions;,12
P375,12,"cost and hours analysis of the schedule by the location, the genre mix, etc.",80
P375,13,and analysis of return on investment (e.g.,89
P375,14,cost per hour and cost per listener hour).,61
P375,15,The candidate will be expected to identify any areas which require further reconciliation or further investigation and initiate this work themselves.,45
P375,16,"The candidate may also be involved with tracking and reporting on Radio and Music performance against other criteria, such as the delivery of savings targets.",45
P375,17,There will also be ad hoc work across a wide range of matters. This may cover requests for different analyses of the data or identifying options to improve the way the information is produced from the BBC systems and shared with stakeholders/decision makers.,95
P375,18,Are you the right candidate?,45
P375,19,To succeed in this role you will need to possess and demonstrate:,87
P375,20,"Analytical skills – ability to collate and interpret complex data in Excel, and to translate and simplify this analysis in PowerPoint – ultimately driving and influencing decision making",9
P375,21,"Task management – scoping of work from the outset, establishing clear timelines and milestones, and prioritising/escalating issues to ensure timely delivery. This includes ensuring others are delivering to these timelines.",21
P375,22,Relationships – building strong relationships and influencing a broad range of stakeholders.,28
P375,23,"Drive and resilience – team members should be able to manage their own work, run projects independently, and keep stakeholders appraised of progress",69
P375,24,Interviews anticipated to be held between 1st - 6th February - these will be held face-to-face in London,35
P375,25,"Contract type: Six month fixed term contract to start March 2024, with potential to extend",67
P375,26,Location: London based role with some flexibility - i.e. hybrid working,3
P375,27,Job Title: In-House job title is Finance Business Analyst,27
P375,28,"Salary: Anticipated to be within the range of £45,000 to £55,000 per annum, subject to experience",11
P375,29,"We’re happy to discuss flexible working. Please indicate your choice under the flexible working question in the application. There is no obligation to raise this at the application stage but if you wish to do so, you are welcome to. Flexible working will be part of the discussion at offer stage.",3
P375,30,Excellent career progression – the BBC offers great opportunities for employees to seek new challenges and work in different areas of the organisation.,7
P375,31,Unrivalled training and development opportunities – our in-house Academy hosts a wide range of internal and external courses and certification.,7
P375,32,"Benefits - We offer a competitive salary package, a flexible 35-hour working week for work-life balance and 26 days annual leave (1 of which is a corporation day) with the option to buy an extra 5 days, a defined pension scheme and discounted dental, health care, gym and much more.",41
P376,0,Bondsmith is a rapidly scaling fintech building the future of financial services.,36
P376,1,Our mission is to drive innovation and digital transformation in the wealth management industry to provide better outcomes for savers.,15
P376,2,"Our lead investor and flagship customer are FNZ, one of the biggest names in wealth management with over $1 trillion in assets under management.",32
P376,3,We are regulated in the UK by the Financial Conduct Authority.,72
P376,4,"As a Business Analyst (BA) at Bondsmith, you will have the autonomy to make a significant impact on our business processes. You'll collaborate with a dynamic team and have the opportunity to bring innovative solutions to life. This role offers a unique chance to lead and excel in a supportive and inclusive work culture.",14
P376,5,What you'll be doing:,46
P376,6,"User Stories and Documentation: Assist Head of Product and Product Lead to translate business requirements into clear and detailed user stories, use cases, and functional specifications for development teams.",39
P376,7,"Process Analysis: Analyse and document existing business processes, identifying areas for improvement and efficiency gains in collaboration with cross-functional teams.",92
P376,8,"Workflow Optimisation: Work closely with teams to design and optimise workflows, ensuring alignment with business goals and improved operational efficiency.",92
P376,9,"User Acceptance Testing (UAT): Plan, coordinate, and execute UAT efforts, working with business stakeholders to validate that product features meet specified requirements and business needs.",44
P376,10,Client Interaction: Assist clients with technical queries.,65
P376,11,Continuous Improvement: Continuously assess and refine business analysis processes and best practices to drive efficiency and effectiveness within the product management team.,92
P376,12,"Documentation Management: Maintain comprehensive documentation, including requirements, user stories, and process diagrams, to ensure clarity and support knowledge sharing.",73
P376,13,"Project Support: Assist in project management tasks, such as timelines, progress tracking, and task coordination, ensuring that projects are executed smoothly.",69
P376,14,"Bachelor's degree Business, IT, or related field (or equivalent work experience).",10
P376,15,Proven experience as a Business Analyst or a similar role.,14
P376,16,Strong analytical and problem-solving skills.,6
P376,17,Excellent communication and interpersonal skills.,4
P376,18,Proficiency in business analysis tools and methodologies.,31
P376,19,Proficiency in English language.,4
P376,20,Ideal type of person:,45
P376,21,Go-Getter: Someone who takes initiative and thrives in a fast-paced environment.,57
P376,22,Autonomous: Ability to work independently and take ownership of projects in a dynamic setting.,53
P376,23,Team Player: Collaborative mindset with a willingness to share knowledge and support team members.,78
P376,24,Detail-Oriented: A keen eye for detail to ensure high-quality results.,48
